danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title
0.303,0.332,6,-16.471,0,0.032,0.00859,0.864,0.0654,0.41,175.85,audio_features,5BxHfyGk49gqbg5BdW6FO4,spotify:track:5BxHfyGk49gqbg5BdW6FO4,https://api.spotify.com/v1/tracks/5BxHfyGk49gqbg5BdW6FO4,https://api.spotify.com/v1/audio-analysis/5BxHfyGk49gqbg5BdW6FO4,257867,4,RnB,Summer Madness,,
0.616,0.606,8,-5.636,0,0.0332,0.00826,0.000208,0.176,0.0919,208.368,audio_features,3N1p1YDidgHABxyKfG5P6z,spotify:track:3N1p1YDidgHABxyKfG5P6z,https://api.spotify.com/v1/tracks/3N1p1YDidgHABxyKfG5P6z,https://api.spotify.com/v1/audio-analysis/3N1p1YDidgHABxyKfG5P6z,301896,4,RnB,Thirsty,,
0.389,0.54,1,-7.713,0,0.0932,0.2,0,0.0952,0.295,171.838,audio_features,1QJQQuNoMoIBFYXu8GD3MT,spotify:track:1QJQQuNoMoIBFYXu8GD3MT,https://api.spotify.com/v1/tracks/1QJQQuNoMoIBFYXu8GD3MT,https://api.spotify.com/v1/audio-analysis/1QJQQuNoMoIBFYXu8GD3MT,256744,4,RnB,Used To,,
0.39,0.532,9,-7.727,1,0.0681,0.415,0,0.108,0.178,148.714,audio_features,0b4FXtGKqER9amOifVngHm,spotify:track:0b4FXtGKqER9amOifVngHm,https://api.spotify.com/v1/tracks/0b4FXtGKqER9amOifVngHm,https://api.spotify.com/v1/audio-analysis/0b4FXtGKqER9amOifVngHm,289312,4,RnB,Right Now,,
0.764,0.271,0,-5.697,1,0.0414,0.037,0,0.175,0.0371,116.019,audio_features,4c2xt1trwYZpMqPWY35Xi9,spotify:track:4c2xt1trwYZpMqPWY35Xi9,https://api.spotify.com/v1/tracks/4c2xt1trwYZpMqPWY35Xi9,https://api.spotify.com/v1/audio-analysis/4c2xt1trwYZpMqPWY35Xi9,262453,4,RnB,Jaded,,
0.603,0.783,6,-4.023,1,0.062,0.449,7.96E-06,0.119,0.775,172.041,audio_features,37y7iDayfwm3WXn5BiAoRk,spotify:track:37y7iDayfwm3WXn5BiAoRk,https://api.spotify.com/v1/tracks/37y7iDayfwm3WXn5BiAoRk,https://api.spotify.com/v1/audio-analysis/37y7iDayfwm3WXn5BiAoRk,173104,4,RnB,Dark Red,,
0.784,0.554,7,-6.417,1,0.03,0.00548,0.254,0.0995,0.634,208.02,audio_features,4riDfclV7kPDT9D58FpmHd,spotify:track:4riDfclV7kPDT9D58FpmHd,https://api.spotify.com/v1/tracks/4riDfclV7kPDT9D58FpmHd,https://api.spotify.com/v1/audio-analysis/4riDfclV7kPDT9D58FpmHd,118393,4,RnB,Some,,
0.784,0.94,9,-7.327,0,0.054,0.0716,0.000171,0.133,0.979,137.003,audio_features,3I8yVFjvJoOBM9tX4ZpxEL,spotify:track:3I8yVFjvJoOBM9tX4ZpxEL,https://api.spotify.com/v1/tracks/3I8yVFjvJoOBM9tX4ZpxEL,https://api.spotify.com/v1/audio-analysis/3I8yVFjvJoOBM9tX4ZpxEL,140182,4,RnB,Ryd,,
0.757,0.769,5,-6.291,0,0.0992,0.518,0,0.334,0.774,124.129,audio_features,5ZJ9wxMqAhIOekYLmukc2L,spotify:track:5ZJ9wxMqAhIOekYLmukc2L,https://api.spotify.com/v1/tracks/5ZJ9wxMqAhIOekYLmukc2L,https://api.spotify.com/v1/audio-analysis/5ZJ9wxMqAhIOekYLmukc2L,213540,4,RnB,Jennifer,,
0.54,0.572,9,-8.665,1,0.115,0.624,0,0.14,0.43,165.124,audio_features,6Umac95Mt46VcwAM9s9mOa,spotify:track:6Umac95Mt46VcwAM9s9mOa,https://api.spotify.com/v1/tracks/6Umac95Mt46VcwAM9s9mOa,https://api.spotify.com/v1/audio-analysis/6Umac95Mt46VcwAM9s9mOa,252320,3,RnB,To the Moon,,
0.354,0.33,0,-9.835,0,0.0526,0.145,0.00604,0.273,0.0554,173.664,audio_features,5hmO72DpMfddRFBbVdPoEX,spotify:track:5hmO72DpMfddRFBbVdPoEX,https://api.spotify.com/v1/tracks/5hmO72DpMfddRFBbVdPoEX,https://api.spotify.com/v1/audio-analysis/5hmO72DpMfddRFBbVdPoEX,340493,4,RnB,As You Are,,
0.584,0.455,1,-11.066,0,0.0488,0.246,0,0.181,0.308,149.268,audio_features,28YLWwEB6xnJQYN7e062rH,spotify:track:28YLWwEB6xnJQYN7e062rH,https://api.spotify.com/v1/tracks/28YLWwEB6xnJQYN7e062rH,https://api.spotify.com/v1/audio-analysis/28YLWwEB6xnJQYN7e062rH,334333,4,RnB,Tell Your Friends,,
0.853,0.663,7,-6.955,0,0.0755,0.0431,8.71E-06,0.0891,0.864,113.998,audio_features,0ifooM33X1iBxVYyOkSbXW,spotify:track:0ifooM33X1iBxVYyOkSbXW,https://api.spotify.com/v1/tracks/0ifooM33X1iBxVYyOkSbXW,https://api.spotify.com/v1/audio-analysis/0ifooM33X1iBxVYyOkSbXW,220173,4,RnB,A Lonely Night,,
0.664,0.771,0,-5.779,1,0.0533,0.0155,9.60E-06,0.46,0.763,109.945,audio_features,00NAQYOP4AmWR549nnYJZu,spotify:track:00NAQYOP4AmWR549nnYJZu,https://api.spotify.com/v1/tracks/00NAQYOP4AmWR549nnYJZu,https://api.spotify.com/v1/audio-analysis/00NAQYOP4AmWR549nnYJZu,265600,4,RnB,Secrets,,
0.622,0.638,0,-6.291,1,0.043,0.129,1.00E-05,0.362,0.646,140.005,audio_features,5n1WeUNWJIjs9ueYD4v0Pt,spotify:track:5n1WeUNWJIjs9ueYD4v0Pt,https://api.spotify.com/v1/tracks/5n1WeUNWJIjs9ueYD4v0Pt,https://api.spotify.com/v1/audio-analysis/5n1WeUNWJIjs9ueYD4v0Pt,172357,4,RnB,Killer,,
0.652,0.549,6,-7.555,0,0.039,0.317,0,0.104,0.186,120.073,audio_features,6u0dQik0aif7FQlrhycG1L,spotify:track:6u0dQik0aif7FQlrhycG1L,https://api.spotify.com/v1/tracks/6u0dQik0aif7FQlrhycG1L,https://api.spotify.com/v1/audio-analysis/6u0dQik0aif7FQlrhycG1L,312427,4,RnB,The Morning,,
0.665,0.612,2,-4.664,0,0.0314,0.487,0.000194,0.183,0.25,120.989,audio_features,3PsS445MHcmtroGTstfTbm,spotify:track:3PsS445MHcmtroGTstfTbm,https://api.spotify.com/v1/tracks/3PsS445MHcmtroGTstfTbm,https://api.spotify.com/v1/audio-analysis/3PsS445MHcmtroGTstfTbm,295453,4,RnB,Coming Down,,
0.287,0.498,6,-7.523,0,0.177,0.581,7.56E-05,0.322,0.0634,171.725,audio_features,7xqANDRz8JFxkwfY65WISy,spotify:track:7xqANDRz8JFxkwfY65WISy,https://api.spotify.com/v1/tracks/7xqANDRz8JFxkwfY65WISy,https://api.spotify.com/v1/audio-analysis/7xqANDRz8JFxkwfY65WISy,363640,4,RnB,Loft Music,,
0.639,0.633,3,-7.338,0,0.0352,0.574,0.000218,0.111,0.243,129.996,audio_features,1FJrsh1NbV9eRw5JQt3M4e,spotify:track:1FJrsh1NbV9eRw5JQt3M4e,https://api.spotify.com/v1/tracks/1FJrsh1NbV9eRw5JQt3M4e,https://api.spotify.com/v1/audio-analysis/1FJrsh1NbV9eRw5JQt3M4e,258453,4,RnB,Twenty Eight,,
0.635,0.646,10,-5.246,1,0.0462,0.415,0.00055,0.42,0.344,117.956,audio_features,3iv26BUAWSn83q8rhGKPE8,spotify:track:3iv26BUAWSn83q8rhGKPE8,https://api.spotify.com/v1/tracks/3iv26BUAWSn83q8rhGKPE8,https://api.spotify.com/v1/audio-analysis/3iv26BUAWSn83q8rhGKPE8,216983,3,RnB,Flight 22,,
0.7,0.812,3,-4.8,1,0.0311,0.0245,0,0.102,0.855,107.983,audio_features,5RcuACCOhgoc4ZH57AVCLA,spotify:track:5RcuACCOhgoc4ZH57AVCLA,https://api.spotify.com/v1/tracks/5RcuACCOhgoc4ZH57AVCLA,https://api.spotify.com/v1/audio-analysis/5RcuACCOhgoc4ZH57AVCLA,185239,4,RnB,Feel Like A Fool,,
0.501,0.301,3,-10.8,0,0.0366,0.758,0.00793,0.107,0.179,122.934,audio_features,03mfJFcTsxfldb0DPI4ygj,spotify:track:03mfJFcTsxfldb0DPI4ygj,https://api.spotify.com/v1/tracks/03mfJFcTsxfldb0DPI4ygj,https://api.spotify.com/v1/audio-analysis/03mfJFcTsxfldb0DPI4ygj,321827,4,RnB,Comfort Inn Ending (Freestyle),,
0.452,0.552,4,-10.28,0,0.142,0.721,0,0.257,0.522,148.61,audio_features,0PYmO55JPwEWgtyJbkN6mq,spotify:track:0PYmO55JPwEWgtyJbkN6mq,https://api.spotify.com/v1/tracks/0PYmO55JPwEWgtyJbkN6mq,https://api.spotify.com/v1/audio-analysis/0PYmO55JPwEWgtyJbkN6mq,279453,4,RnB,New Balance,,
0.776,0.482,1,-11.269,1,0.0357,0.477,0.0456,0.11,0.134,136.008,audio_features,4HG1YiGBseVKzjyKcmAJen,spotify:track:4HG1YiGBseVKzjyKcmAJen,https://api.spotify.com/v1/tracks/4HG1YiGBseVKzjyKcmAJen,https://api.spotify.com/v1/audio-analysis/4HG1YiGBseVKzjyKcmAJen,247893,4,RnB,Summer Games,,
0.699,0.255,4,-8.647,0,0.0303,0.405,0.00242,0.0985,0.242,132.031,audio_features,3ppVO2tyWRRznNmONvt7Se,spotify:track:3ppVO2tyWRRznNmONvt7Se,https://api.spotify.com/v1/tracks/3ppVO2tyWRRznNmONvt7Se,https://api.spotify.com/v1/audio-analysis/3ppVO2tyWRRznNmONvt7Se,106333,3,RnB,Summers Over Interlude,,
0.722,0.252,1,-14.411,0,0.0761,0.0671,0,0.0852,0.275,159.846,audio_features,4BhGTc3Cgay2U1QcTS7vQe,spotify:track:4BhGTc3Cgay2U1QcTS7vQe,https://api.spotify.com/v1/tracks/4BhGTc3Cgay2U1QcTS7vQe,https://api.spotify.com/v1/audio-analysis/4BhGTc3Cgay2U1QcTS7vQe,238120,4,RnB,Fire & Desire,,
0.758,0.474,1,-8.72,1,0.147,0.0152,0,0.116,0.0542,152.122,audio_features,3szf2z1Cy1QMrtHrbn8rz9,spotify:track:3szf2z1Cy1QMrtHrbn8rz9,https://api.spotify.com/v1/tracks/3szf2z1Cy1QMrtHrbn8rz9,https://api.spotify.com/v1/audio-analysis/3szf2z1Cy1QMrtHrbn8rz9,184960,4,RnB,Elevate,,
0.566,0.335,4,-12.417,0,0.0293,0.766,0.000366,0.0824,0.317,175.234,audio_features,0QJO0Pb4yfzXIbVcidpy4m,spotify:track:0QJO0Pb4yfzXIbVcidpy4m,https://api.spotify.com/v1/tracks/0QJO0Pb4yfzXIbVcidpy4m,https://api.spotify.com/v1/audio-analysis/0QJO0Pb4yfzXIbVcidpy4m,258027,4,RnB,Love Is Stronger Than Pride,,
0.581,0.228,2,-12.422,0,0.0291,0.788,8.35E-05,0.12,0.184,184.9,audio_features,1ckCKeBykWKJa95lLlAmN6,spotify:track:1ckCKeBykWKJa95lLlAmN6,https://api.spotify.com/v1/tracks/1ckCKeBykWKJa95lLlAmN6,https://api.spotify.com/v1/audio-analysis/1ckCKeBykWKJa95lLlAmN6,329133,4,RnB,Jezebel,,
0.67,0.57,4,-7.219,0,0.0405,0.556,7.51E-05,0.0888,0.058,206.162,audio_features,6QfIzJJ4N6JAOisCusxWgV,spotify:track:6QfIzJJ4N6JAOisCusxWgV,https://api.spotify.com/v1/tracks/6QfIzJJ4N6JAOisCusxWgV,https://api.spotify.com/v1/audio-analysis/6QfIzJJ4N6JAOisCusxWgV,242947,4,RnB,Favorite,,
0.629,0.364,11,-12.259,0,0.038,0.468,0.0198,0.0941,0.699,166.254,audio_features,42vYxMAWsFpBOS7hgAdzqW,spotify:track:42vYxMAWsFpBOS7hgAdzqW,https://api.spotify.com/v1/tracks/42vYxMAWsFpBOS7hgAdzqW,https://api.spotify.com/v1/audio-analysis/42vYxMAWsFpBOS7hgAdzqW,440467,4,RnB,No Ordinary Love,,
0.642,0.793,11,-6.799,0,0.0691,0.159,0.000557,0.305,0.623,114.96,audio_features,3FvDYk5IC5Um84kK5FbJGR,spotify:track:3FvDYk5IC5Um84kK5FbJGR,https://api.spotify.com/v1/tracks/3FvDYk5IC5Um84kK5FbJGR,https://api.spotify.com/v1/audio-analysis/3FvDYk5IC5Um84kK5FbJGR,283933,4,RnB,Adaptation,,
0.645,0.736,9,-6.862,0,0.0514,0.16,0.000156,0.6,0.347,115.03,audio_features,5vjgyZm1Zhtg4RptN4evNQ,spotify:track:5vjgyZm1Zhtg4RptN4evNQ,https://api.spotify.com/v1/tracks/5vjgyZm1Zhtg4RptN4evNQ,https://api.spotify.com/v1/audio-analysis/5vjgyZm1Zhtg4RptN4evNQ,267920,4,RnB,Love In The Sky,,
0.324,0.852,11,-6.675,0,0.109,0.0415,0,0.0609,0.4,121.886,audio_features,5FUn6vN4PDHXxqnb5LQhJQ,spotify:track:5FUn6vN4PDHXxqnb5LQhJQ,https://api.spotify.com/v1/tracks/5FUn6vN4PDHXxqnb5LQhJQ,https://api.spotify.com/v1/audio-analysis/5FUn6vN4PDHXxqnb5LQhJQ,455333,4,RnB,Kiss Land,,
0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,audio_features,5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,298941,4,RnB,Passionfruit,,
0.421,0.0952,6,-12.561,1,0.0479,0.931,0.000201,0.126,0.0773,109.698,audio_features,34xTFwjPQ1dC6uJmleno7x,spotify:track:34xTFwjPQ1dC6uJmleno7x,https://api.spotify.com/v1/tracks/34xTFwjPQ1dC6uJmleno7x,https://api.spotify.com/v1/audio-analysis/34xTFwjPQ1dC6uJmleno7x,177922,4,RnB,Godspeed,,
0.878,0.406,1,-9.961,1,0.248,0.134,0.000234,0.112,0.784,128.014,audio_features,3aJkV6DUTSCqOwVwaBDG9B,spotify:track:3aJkV6DUTSCqOwVwaBDG9B,https://api.spotify.com/v1/tracks/3aJkV6DUTSCqOwVwaBDG9B,https://api.spotify.com/v1/audio-analysis/3aJkV6DUTSCqOwVwaBDG9B,195053,4,RnB,With You,,
0.759,0.578,8,-8.455,0,0.572,0.197,0,0.205,0.697,116.809,audio_features,2dYbi3CYZL2wp3CoQ9i1II,spotify:track:2dYbi3CYZL2wp3CoQ9i1II,https://api.spotify.com/v1/tracks/2dYbi3CYZL2wp3CoQ9i1II,https://api.spotify.com/v1/audio-analysis/2dYbi3CYZL2wp3CoQ9i1II,175253,4,RnB,ShipTrip,,
0.476,0.44,9,-8.198,0,0.0371,0.732,0.023,0.0773,0.161,149.389,audio_features,66H06L8hktjhduwRDWntDT,spotify:track:66H06L8hktjhduwRDWntDT,https://api.spotify.com/v1/tracks/66H06L8hktjhduwRDWntDT,https://api.spotify.com/v1/audio-analysis/66H06L8hktjhduwRDWntDT,283236,3,RnB,Stand Still,,
0.666,0.39,5,-8.575,1,0.0838,0.272,9.39E-06,0.111,0.325,113.866,audio_features,3cQmqM0awej9iAESjhKrI9,spotify:track:3cQmqM0awej9iAESjhKrI9,https://api.spotify.com/v1/tracks/3cQmqM0awej9iAESjhKrI9,https://api.spotify.com/v1/audio-analysis/3cQmqM0awej9iAESjhKrI9,209885,4,RnB,Confidently Lost,,
0.486,0.419,5,-6.415,1,0.0563,0.741,6.59E-05,0.096,0.227,119.065,audio_features,21oJ1K99GBJrE2GVQGVjA0,spotify:track:21oJ1K99GBJrE2GVQGVjA0,https://api.spotify.com/v1/tracks/21oJ1K99GBJrE2GVQGVjA0,https://api.spotify.com/v1/audio-analysis/21oJ1K99GBJrE2GVQGVjA0,244910,3,RnB,Frozen,,
0.7,0.43,1,-8.437,0,0.0399,0.787,0.000476,0.129,0.103,200.016,audio_features,5zouq58uwciUTe0rhrwKmc,spotify:track:5zouq58uwciUTe0rhrwKmc,https://api.spotify.com/v1/tracks/5zouq58uwciUTe0rhrwKmc,https://api.spotify.com/v1/audio-analysis/5zouq58uwciUTe0rhrwKmc,220800,4,RnB,Make You Feel,,
0.363,0.536,2,-8.124,0,0.0632,0.312,0,0.128,0.106,200.173,audio_features,5erTWXdADowSkh825UUOho,spotify:track:5erTWXdADowSkh825UUOho,https://api.spotify.com/v1/tracks/5erTWXdADowSkh825UUOho,https://api.spotify.com/v1/audio-analysis/5erTWXdADowSkh825UUOho,230400,4,RnB,Can I,,
0.675,0.5,1,-6.6,1,0.0516,0.00372,0.00268,0.114,0.0709,180.058,audio_features,6GatnDEhYQLOdRzdVbJaky,spotify:track:6GatnDEhYQLOdRzdVbJaky,https://api.spotify.com/v1/tracks/6GatnDEhYQLOdRzdVbJaky,https://api.spotify.com/v1/audio-analysis/6GatnDEhYQLOdRzdVbJaky,300729,4,RnB,Her,,
0.364,0.419,0,-8.599,1,0.0362,0.347,2.42E-05,0.102,0.0962,118.939,audio_features,3m1wrL5vw396DIdRqD18mr,spotify:track:3m1wrL5vw396DIdRqD18mr,https://api.spotify.com/v1/tracks/3m1wrL5vw396DIdRqD18mr,https://api.spotify.com/v1/audio-analysis/3m1wrL5vw396DIdRqD18mr,195924,3,RnB,Joy,,
0.78,0.324,0,-11.52,1,0.0501,0.0125,9.29E-05,0.223,0.481,140.048,audio_features,1NkjSBBDOYB4abj2ieO8XS,spotify:track:1NkjSBBDOYB4abj2ieO8XS,https://api.spotify.com/v1/tracks/1NkjSBBDOYB4abj2ieO8XS,https://api.spotify.com/v1/audio-analysis/1NkjSBBDOYB4abj2ieO8XS,342480,4,RnB,You,,
0.673,0.429,2,-9.63,0,0.0382,0.0395,0.00479,0.287,0.505,175.958,audio_features,6EFAyx72zPx5mnSuyLW1U2,spotify:track:6EFAyx72zPx5mnSuyLW1U2,https://api.spotify.com/v1/tracks/6EFAyx72zPx5mnSuyLW1U2,https://api.spotify.com/v1/audio-analysis/6EFAyx72zPx5mnSuyLW1U2,251224,4,RnB,No Way out (feat. GoldLink),,
0.439,0.244,10,-12.201,1,0.167,0.273,0.215,0.133,0.26,173.504,audio_features,4jRoaAf22vlDYU5Fv3f4ns,spotify:track:4jRoaAf22vlDYU5Fv3f4ns,https://api.spotify.com/v1/tracks/4jRoaAf22vlDYU5Fv3f4ns,https://api.spotify.com/v1/audio-analysis/4jRoaAf22vlDYU5Fv3f4ns,385920,5,RnB,The Motive Used to Be the Melody,,
0.34,0.294,2,-15.989,1,0.0426,0.593,0.68,0.0944,0.136,167.876,audio_features,6QpZXzHcOgXK41Y3YCx203,spotify:track:6QpZXzHcOgXK41Y3YCx203,https://api.spotify.com/v1/tracks/6QpZXzHcOgXK41Y3YCx203,https://api.spotify.com/v1/audio-analysis/6QpZXzHcOgXK41Y3YCx203,220008,4,RnB,Little Lies,,
0.349,0.0609,9,-29.478,0,0.0374,0.676,0.00946,0.0627,0.0696,169.426,audio_features,1ftmKlzEvBinZp3VrybhyJ,spotify:track:1ftmKlzEvBinZp3VrybhyJ,https://api.spotify.com/v1/tracks/1ftmKlzEvBinZp3VrybhyJ,https://api.spotify.com/v1/audio-analysis/1ftmKlzEvBinZp3VrybhyJ,384000,4,RnB,Feel No Love,,
0.587,0.2,7,-14.101,1,0.0625,0.634,0.0402,0.11,0.219,159.758,audio_features,4c6cD1QB86VXMd45ViaiYx,spotify:track:4c6cD1QB86VXMd45ViaiYx,https://api.spotify.com/v1/tracks/4c6cD1QB86VXMd45ViaiYx,https://api.spotify.com/v1/audio-analysis/4c6cD1QB86VXMd45ViaiYx,254000,4,RnB,You Do,,
0.817,0.565,1,-7.78,1,0.0706,0.005,0.00111,0.711,0.159,110.993,audio_features,6ZqnQREu3f7LA1O8qrN4yq,spotify:track:6ZqnQREu3f7LA1O8qrN4yq,https://api.spotify.com/v1/tracks/6ZqnQREu3f7LA1O8qrN4yq,https://api.spotify.com/v1/audio-analysis/6ZqnQREu3f7LA1O8qrN4yq,345973,4,RnB,Learn from Each Other,,
0.24,0.116,0,-13.216,1,0.0329,0.877,0.00092,0.1,0.0937,154.698,audio_features,41cpvQ2GyGb2BRdIRSsTqK,spotify:track:41cpvQ2GyGb2BRdIRSsTqK,https://api.spotify.com/v1/tracks/41cpvQ2GyGb2BRdIRSsTqK,https://api.spotify.com/v1/audio-analysis/41cpvQ2GyGb2BRdIRSsTqK,188324,3,RnB,Moon River,,
0.687,0.218,9,-13.539,0,0.0388,0.85,0.000125,0.106,0.269,183.982,audio_features,11L064movtyopGdLiX4sVg,spotify:track:11L064movtyopGdLiX4sVg,https://api.spotify.com/v1/tracks/11L064movtyopGdLiX4sVg,https://api.spotify.com/v1/audio-analysis/11L064movtyopGdLiX4sVg,206027,4,RnB,Peak,,
0.312,0.466,9,-8.163,0,0.0509,0.729,7.34E-06,0.215,0.195,135.44,audio_features,6oLHyWvmk6bKrA91EIYZBp,spotify:track:6oLHyWvmk6bKrA91EIYZBp,https://api.spotify.com/v1/tracks/6oLHyWvmk6bKrA91EIYZBp,https://api.spotify.com/v1/audio-analysis/6oLHyWvmk6bKrA91EIYZBp,212280,4,RnB,Wednesday Night Interlude,,
0.707,0.492,0,-9.388,1,0.302,0.124,3.76E-05,0.103,0.246,210.12,audio_features,6iPzFPafHG23FomvNwgOLl,spotify:track:6iPzFPafHG23FomvNwgOLl,https://api.spotify.com/v1/tracks/6iPzFPafHG23FomvNwgOLl,https://api.spotify.com/v1/audio-analysis/6iPzFPafHG23FomvNwgOLl,214920,4,RnB,Every Step Every Way,,
0.623,0.388,2,-8.712,0,0.0881,0.384,0.000285,0.109,0.387,133.972,audio_features,5IFSbww3slw5bSBk6yAR8G,spotify:track:5IFSbww3slw5bSBk6yAR8G,https://api.spotify.com/v1/tracks/5IFSbww3slw5bSBk6yAR8G,https://api.spotify.com/v1/audio-analysis/5IFSbww3slw5bSBk6yAR8G,304147,4,RnB,I Lied,,
0.33,0.21,4,-10.808,1,0.0307,0.889,1.10E-05,0.0784,0.135,128.157,audio_features,70CYAL35X3T73qVStJNpZ2,spotify:track:70CYAL35X3T73qVStJNpZ2,https://api.spotify.com/v1/tracks/70CYAL35X3T73qVStJNpZ2,https://api.spotify.com/v1/audio-analysis/70CYAL35X3T73qVStJNpZ2,259107,4,RnB,Grand Piano,,
0.551,0.405,0,-12.756,0,0.0398,0.443,0.000217,0.11,0.341,135.017,audio_features,1gZADNt16Oh23jWyMYRk4p,spotify:track:1gZADNt16Oh23jWyMYRk4p,https://api.spotify.com/v1/tracks/1gZADNt16Oh23jWyMYRk4p,https://api.spotify.com/v1/audio-analysis/1gZADNt16Oh23jWyMYRk4p,274960,4,RnB,Prisoner,,
0.624,0.424,1,-8.237,1,0.24,0.286,0,0.173,0.584,153.342,audio_features,1oGdVdYjeQvojGKDddxLQQ,spotify:track:1oGdVdYjeQvojGKDddxLQQ,https://api.spotify.com/v1/tracks/1oGdVdYjeQvojGKDddxLQQ,https://api.spotify.com/v1/audio-analysis/1oGdVdYjeQvojGKDddxLQQ,206013,4,RnB,True Colors,,
0.537,0.587,7,-7.486,0,0.0771,0.0275,0,0.0961,0.365,149.748,audio_features,15k2nBQJ0teDmPZHrOXL2N,spotify:track:15k2nBQJ0teDmPZHrOXL2N,https://api.spotify.com/v1/tracks/15k2nBQJ0teDmPZHrOXL2N,https://api.spotify.com/v1/audio-analysis/15k2nBQJ0teDmPZHrOXL2N,221920,4,RnB,Ordinary Life,,
0.575,0.634,1,-8.1,1,0.068,0.0646,0,0.0878,0.191,109.825,audio_features,57qiTKh8bVX0VtfUNTQqhw,spotify:track:57qiTKh8bVX0VtfUNTQqhw,https://api.spotify.com/v1/tracks/57qiTKh8bVX0VtfUNTQqhw,https://api.spotify.com/v1/audio-analysis/57qiTKh8bVX0VtfUNTQqhw,198653,4,RnB,Nothing Without You,,
0.442,0.18,10,-8.05,1,0.048,0.962,8.52E-06,0.112,0.233,215.669,audio_features,1wNEBPo3nsbGCZRryI832I,spotify:track:1wNEBPo3nsbGCZRryI832I,https://api.spotify.com/v1/tracks/1wNEBPo3nsbGCZRryI832I,https://api.spotify.com/v1/audio-analysis/1wNEBPo3nsbGCZRryI832I,217200,3,RnB,Paradise,,
0.835,0.527,7,-7.272,0,0.128,0.204,0.000423,0.283,0.611,212.006,audio_features,439X8jGytErRiPnaoUJHju,spotify:track:439X8jGytErRiPnaoUJHju,https://api.spotify.com/v1/tracks/439X8jGytErRiPnaoUJHju,https://api.spotify.com/v1/audio-analysis/439X8jGytErRiPnaoUJHju,218200,4,RnB,CHANCES,,
0.693,0.369,7,-12.683,0,0.175,0.637,0.00335,0.0951,0.141,140.148,audio_features,20pFafvkSO7x2rOlA5Cf3y,spotify:track:20pFafvkSO7x2rOlA5Cf3y,https://api.spotify.com/v1/tracks/20pFafvkSO7x2rOlA5Cf3y,https://api.spotify.com/v1/audio-analysis/20pFafvkSO7x2rOlA5Cf3y,203240,4,RnB,CPR,,
0.548,0.461,9,-10.17,0,0.0397,0.754,0.0522,0.11,0.64,169.446,audio_features,4QswtZ3iB8ArjxNyOtbqmV,spotify:track:4QswtZ3iB8ArjxNyOtbqmV,https://api.spotify.com/v1/tracks/4QswtZ3iB8ArjxNyOtbqmV,https://api.spotify.com/v1/audio-analysis/4QswtZ3iB8ArjxNyOtbqmV,88187,4,RnB,Baby,,
0.67,0.475,9,-10.684,0,0.392,0.436,0.125,0.117,0.466,134.939,audio_features,634k3ShUjnP4vap7gJnnNN,spotify:track:634k3ShUjnP4vap7gJnnNN,https://api.spotify.com/v1/tracks/634k3ShUjnP4vap7gJnnNN,https://api.spotify.com/v1/audio-analysis/634k3ShUjnP4vap7gJnnNN,114587,4,RnB,I'm There,,
0.651,0.29,8,-11.972,0,0.254,0.761,6.22E-06,0.102,0.139,200.506,audio_features,6nbQjIXWBojmgSMN6iaO6I,spotify:track:6nbQjIXWBojmgSMN6iaO6I,https://api.spotify.com/v1/tracks/6nbQjIXWBojmgSMN6iaO6I,https://api.spotify.com/v1/audio-analysis/6nbQjIXWBojmgSMN6iaO6I,144320,4,RnB,Smartwater,,
0.646,0.335,3,-9.915,0,0.247,0.626,1.30E-05,0.107,0.419,167.927,audio_features,65bx8GXTsIeL1Rw6Krc1CS,spotify:track:65bx8GXTsIeL1Rw6Krc1CS,https://api.spotify.com/v1/tracks/65bx8GXTsIeL1Rw6Krc1CS,https://api.spotify.com/v1/audio-analysis/65bx8GXTsIeL1Rw6Krc1CS,92093,4,RnB,Deep,,
0.418,0.546,0,-9.057,0,0.238,0.227,0,0.229,0.294,160.152,audio_features,0V4l4GQhgnWQGtCWpvA7va,spotify:track:0V4l4GQhgnWQGtCWpvA7va,https://api.spotify.com/v1/tracks/0V4l4GQhgnWQGtCWpvA7va,https://api.spotify.com/v1/audio-analysis/0V4l4GQhgnWQGtCWpvA7va,208813,4,RnB,Crew Love,,
0.787,0.805,9,-6.294,1,0.409,0.0589,1.61E-06,0.192,0.769,209.724,audio_features,08M1S4uwtmPM0jIO1qNyhx,spotify:track:08M1S4uwtmPM0jIO1qNyhx,https://api.spotify.com/v1/tracks/08M1S4uwtmPM0jIO1qNyhx,https://api.spotify.com/v1/audio-analysis/08M1S4uwtmPM0jIO1qNyhx,194987,4,RnB,NOTHIN LIKE U (feat. Ty Dolla $ign),,
