danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title
0.469,0.865,6,-4.179,1,0.332,0.118,0,0.0992,0.516,184.09,audio_features,66hzBMX46t2WvO4HH7kgiU,spotify:track:66hzBMX46t2WvO4HH7kgiU,https://api.spotify.com/v1/tracks/66hzBMX46t2WvO4HH7kgiU,https://api.spotify.com/v1/audio-analysis/66hzBMX46t2WvO4HH7kgiU,263640,4,RnB,I'm So Paid,,
0.818,0.972,10,-6.032,0,0.0502,0.0521,4.70E-05,0.168,0.891,114.315,audio_features,7cUhxtLxcNZXV6Qdpi8PTO,spotify:track:7cUhxtLxcNZXV6Qdpi8PTO,https://api.spotify.com/v1/tracks/7cUhxtLxcNZXV6Qdpi8PTO,https://api.spotify.com/v1/audio-analysis/7cUhxtLxcNZXV6Qdpi8PTO,242373,4,RnB,Promiscuous,,
0.875,0.631,1,-3.475,1,0.099,0.00542,2.54E-06,0.127,0.549,120.002,audio_features,24kGngQeXHt0uhffKpq0zj,spotify:track:24kGngQeXHt0uhffKpq0zj,https://api.spotify.com/v1/tracks/24kGngQeXHt0uhffKpq0zj,https://api.spotify.com/v1/audio-analysis/24kGngQeXHt0uhffKpq0zj,272080,4,RnB,Don't Cha,,
0.737,0.833,1,-4.879,1,0.0358,0.000798,0.12,0.228,0.764,132.965,audio_features,0vLKGJ2znvS28YimUEGIP2,spotify:track:0vLKGJ2znvS28YimUEGIP2,https://api.spotify.com/v1/tracks/0vLKGJ2znvS28YimUEGIP2,https://api.spotify.com/v1/audio-analysis/0vLKGJ2znvS28YimUEGIP2,212280,4,RnB,Shut Up And Drive,,
0.703,0.813,11,-4.517,0,0.0574,0.0884,0,0.219,0.717,124.904,audio_features,2FNhisxqysinB376qORaJK,spotify:track:2FNhisxqysinB376qORaJK,https://api.spotify.com/v1/tracks/2FNhisxqysinB376qORaJK,https://api.spotify.com/v1/audio-analysis/2FNhisxqysinB376qORaJK,238573,4,RnB,Disturbia,,
0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,152,audio_features,3pD0f7hSJg2XdQ6udw5Tey,spotify:track:3pD0f7hSJg2XdQ6udw5Tey,https://api.spotify.com/v1/tracks/3pD0f7hSJg2XdQ6udw5Tey,https://api.spotify.com/v1/audio-analysis/3pD0f7hSJg2XdQ6udw5Tey,448573,4,RnB,What Goes Around.../...Comes Around (Interlude),,
0.722,0.566,2,-4.129,1,0.142,0.182,0.00035,0.309,0.438,184.045,audio_features,64HtRJl3RuQOnF8MdNR2B5,spotify:track:64HtRJl3RuQOnF8MdNR2B5,https://api.spotify.com/v1/tracks/64HtRJl3RuQOnF8MdNR2B5,https://api.spotify.com/v1/audio-analysis/64HtRJl3RuQOnF8MdNR2B5,240427,4,RnB,Clumsy,,
0.689,0.566,5,-6.897,1,0.206,0.168,5.87E-05,0.082,0.449,174.066,audio_features,4SYZ7FCMjYcBLbfRr4JARr,spotify:track:4SYZ7FCMjYcBLbfRr4JARr,https://api.spotify.com/v1/tracks/4SYZ7FCMjYcBLbfRr4JARr,https://api.spotify.com/v1/audio-analysis/4SYZ7FCMjYcBLbfRr4JARr,242840,4,RnB,Leave (Get Out),,
0.829,0.688,8,-7.652,1,0.0978,0.0142,2.05E-06,0.0461,0.869,187.714,audio_features,2eSJflipjhSKLExuSwuFrO,spotify:track:2eSJflipjhSKLExuSwuFrO,https://api.spotify.com/v1/tracks/2eSJflipjhSKLExuSwuFrO,https://api.spotify.com/v1/audio-analysis/2eSJflipjhSKLExuSwuFrO,230400,4,RnB,What's Luv? (feat. Ashanti),,
0.852,0.673,11,-4.86,1,0.0714,0.0251,0,0.0809,0.797,125.829,audio_features,6OtPPWYHntGyTSWuEWjRQy,spotify:track:6OtPPWYHntGyTSWuEWjRQy,https://api.spotify.com/v1/tracks/6OtPPWYHntGyTSWuEWjRQy,https://api.spotify.com/v1/audio-analysis/6OtPPWYHntGyTSWuEWjRQy,211640,4,RnB,Do You Remember,,
0.669,0.886,8,-4.699,1,0.0286,0.00186,0,0.272,0.636,122.057,audio_features,0v9FkAlL1xMsNbboRWiSSL,spotify:track:0v9FkAlL1xMsNbboRWiSSL,https://api.spotify.com/v1/tracks/0v9FkAlL1xMsNbboRWiSSL,https://api.spotify.com/v1/audio-analysis/0v9FkAlL1xMsNbboRWiSSL,185200,4,RnB,Break Your Heart,,
0.915,0.802,9,-3.175,1,0.199,0.154,0,0.136,0.965,140.092,audio_features,1prI0tuKVjdBMslFDA6e1K,spotify:track:1prI0tuKVjdBMslFDA6e1K,https://api.spotify.com/v1/tracks/1prI0tuKVjdBMslFDA6e1K,https://api.spotify.com/v1/audio-analysis/1prI0tuKVjdBMslFDA6e1K,276933,4,RnB,What's Your Fantasy,,
0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,200.404,audio_features,7C86DVl6REN8VPeGEMOf9q,spotify:track:7C86DVl6REN8VPeGEMOf9q,https://api.spotify.com/v1/tracks/7C86DVl6REN8VPeGEMOf9q,https://api.spotify.com/v1/audio-analysis/7C86DVl6REN8VPeGEMOf9q,211666,4,RnB,Get Busy,,
0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,audio_features,7xkQdy0cy5ymoWT7nedvLz,spotify:track:7xkQdy0cy5ymoWT7nedvLz,https://api.spotify.com/v1/tracks/7xkQdy0cy5ymoWT7nedvLz,https://api.spotify.com/v1/audio-analysis/7xkQdy0cy5ymoWT7nedvLz,221253,4,RnB,Whatcha Say,,
0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,178.676,audio_features,6OEolOOk9Gh9bqkdpfIOl0,spotify:track:6OEolOOk9Gh9bqkdpfIOl0,https://api.spotify.com/v1/tracks/6OEolOOk9Gh9bqkdpfIOl0,https://api.spotify.com/v1/audio-analysis/6OEolOOk9Gh9bqkdpfIOl0,215747,4,RnB,Ridin' Solo,,
0.429,0.757,1,-2.912,1,0.0306,0.14,0,0.144,0.538,165.034,audio_features,4qiVbHlE4gdQHM79Hx4hPD,spotify:track:4qiVbHlE4gdQHM79Hx4hPD,https://api.spotify.com/v1/tracks/4qiVbHlE4gdQHM79Hx4hPD,https://api.spotify.com/v1/audio-analysis/4qiVbHlE4gdQHM79Hx4hPD,203240,4,RnB,What If,,
0.949,0.79,8,-5.957,1,0.0756,0.00437,0,0.0816,0.807,117.002,audio_features,4NOZ35Dhucr6UlVyLOtktd,spotify:track:4NOZ35Dhucr6UlVyLOtktd,https://api.spotify.com/v1/tracks/4NOZ35Dhucr6UlVyLOtktd,https://api.spotify.com/v1/audio-analysis/4NOZ35Dhucr6UlVyLOtktd,246053,4,RnB,Dangerous,,
0.66,0.707,6,-5.758,1,0.208,0.397,0,0.211,0.761,178.558,audio_features,7lVNTXkI3cHFvcXiI8damb,spotify:track:7lVNTXkI3cHFvcXiI8damb,https://api.spotify.com/v1/tracks/7lVNTXkI3cHFvcXiI8damb,https://api.spotify.com/v1/audio-analysis/7lVNTXkI3cHFvcXiI8damb,268800,4,RnB,I Need a Girl (Pt. 1) [feat. Usher & Loon],,
0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,207.004,audio_features,4BggEwLhGfrbrl7JBhC8EC,spotify:track:4BggEwLhGfrbrl7JBhC8EC,https://api.spotify.com/v1/tracks/4BggEwLhGfrbrl7JBhC8EC,https://api.spotify.com/v1/audio-analysis/4BggEwLhGfrbrl7JBhC8EC,216733,4,RnB,Butterfly,,
0.888,0.632,1,-3.872,1,0.219,0.19,0,0.101,0.662,183.958,audio_features,2NBQmPrOEEjA8VbeWOQGxO,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,266067,4,RnB,Drop It Like It's Hot,,
0.699,0.929,1,-3.466,1,0.523,0.0983,0,0.0491,0.679,126.885,audio_features,0rZAuePyZoXTxaXPDsH0tG,spotify:track:0rZAuePyZoXTxaXPDsH0tG,https://api.spotify.com/v1/tracks/0rZAuePyZoXTxaXPDsH0tG,https://api.spotify.com/v1/audio-analysis/0rZAuePyZoXTxaXPDsH0tG,251653,5,RnB,Lean Back,,
0.657,0.446,1,-12.039,1,0.295,0.0925,0,0.0756,0.629,162.78,audio_features,3jcPF5qxw6XNgKWXGgKfxh,spotify:track:3jcPF5qxw6XNgKWXGgKfxh,https://api.spotify.com/v1/tracks/3jcPF5qxw6XNgKWXGgKfxh,https://api.spotify.com/v1/audio-analysis/3jcPF5qxw6XNgKWXGgKfxh,226680,4,RnB,Buy U A Drink (Feat. T-Pain),,
0.782,0.755,7,-7.759,1,0.112,0.0873,7.16E-06,0.361,0.742,148.04,audio_features,3e4wCtTSt83Cu2hFVioW4f,spotify:track:3e4wCtTSt83Cu2hFVioW4f,https://api.spotify.com/v1/tracks/3e4wCtTSt83Cu2hFVioW4f,https://api.spotify.com/v1/audio-analysis/3e4wCtTSt83Cu2hFVioW4f,201480,4,RnB,Nu Flow,,
0.832,0.87,8,-4.2,0,0.166,0.269,0,0.415,0.577,137.998,audio_features,6cj8s9tWTahcd0XmnM2tVj,spotify:track:6cj8s9tWTahcd0XmnM2tVj,https://api.spotify.com/v1/tracks/6cj8s9tWTahcd0XmnM2tVj,https://api.spotify.com/v1/audio-analysis/6cj8s9tWTahcd0XmnM2tVj,240747,4,RnB,Right Now (Na Na Na),,
0.643,0.663,0,-8.237,1,0.265,0.351,0,0.127,0.181,180.158,audio_features,4BWBbJ9MKpnt30SFYEomzJ,spotify:track:4BWBbJ9MKpnt30SFYEomzJ,https://api.spotify.com/v1/tracks/4BWBbJ9MKpnt30SFYEomzJ,https://api.spotify.com/v1/audio-analysis/4BWBbJ9MKpnt30SFYEomzJ,303531,4,RnB,Lighters,,
0.744,0.796,11,-6.206,0,0.231,0.0307,0,0.139,0.525,139.066,audio_features,2mC4jCjqSp4uHwYkDeOzXf,spotify:track:2mC4jCjqSp4uHwYkDeOzXf,https://api.spotify.com/v1/tracks/2mC4jCjqSp4uHwYkDeOzXf,https://api.spotify.com/v1/audio-analysis/2mC4jCjqSp4uHwYkDeOzXf,211413,4,RnB,Next To You,,
0.941,0.631,1,-5.998,0,0.114,0.0366,1.80E-06,0.0311,0.63,128.597,audio_features,4PrquuUN34hswtM71OMvxS,spotify:track:4PrquuUN34hswtM71OMvxS,https://api.spotify.com/v1/tracks/4PrquuUN34hswtM71OMvxS,https://api.spotify.com/v1/audio-analysis/4PrquuUN34hswtM71OMvxS,263373,4,RnB,Get Up (feat. Chamillionaire),,
0.68,0.687,9,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053,audio_features,3tvWMBIblzT5FSjKtIeRR1,spotify:track:3tvWMBIblzT5FSjKtIeRR1,https://api.spotify.com/v1/tracks/3tvWMBIblzT5FSjKtIeRR1,https://api.spotify.com/v1/audio-analysis/3tvWMBIblzT5FSjKtIeRR1,249533,4,RnB,Whatever You Like,,
0.482,0.661,0,-8.646,0,0.323,0.185,0,0.0804,0.246,188.002,audio_features,6HePVKyIeL20JWLVthsU9c,spotify:track:6HePVKyIeL20JWLVthsU9c,https://api.spotify.com/v1/tracks/6HePVKyIeL20JWLVthsU9c,https://api.spotify.com/v1/audio-analysis/6HePVKyIeL20JWLVthsU9c,219427,4,RnB,Just Can’t Get Enough,,
0.833,0.681,5,-6.248,0,0.356,0.0406,0,0.0926,0.839,170.994,audio_features,0l08dcPEqNEUhymVBext8h,spotify:track:0l08dcPEqNEUhymVBext8h,https://api.spotify.com/v1/tracks/0l08dcPEqNEUhymVBext8h,https://api.spotify.com/v1/audio-analysis/0l08dcPEqNEUhymVBext8h,268400,4,RnB,My Name Is,,
0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,209.008,audio_features,5lc7Ci32jCD5wQoXZXT5lu,spotify:track:5lc7Ci32jCD5wQoXZXT5lu,https://api.spotify.com/v1/tracks/5lc7Ci32jCD5wQoXZXT5lu,https://api.spotify.com/v1/audio-analysis/5lc7Ci32jCD5wQoXZXT5lu,284200,4,RnB,The Real Slim Shady,,
0.848,0.854,6,-3.305,0,0.0845,0.47,2.29E-06,0.106,0.876,120.024,audio_features,2wD3LhUzTSWBJjL52TFrc7,spotify:track:2wD3LhUzTSWBJjL52TFrc7,https://api.spotify.com/v1/tracks/2wD3LhUzTSWBJjL52TFrc7,https://api.spotify.com/v1/audio-analysis/2wD3LhUzTSWBJjL52TFrc7,298773,4,RnB,My Band,,
0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,audio_features,78TTtXnFQPzwqlbtbwqN0y,spotify:track:78TTtXnFQPzwqlbtbwqN0y,https://api.spotify.com/v1/tracks/78TTtXnFQPzwqlbtbwqN0y,https://api.spotify.com/v1/audio-analysis/78TTtXnFQPzwqlbtbwqN0y,188238,4,RnB,FourFiveSeconds,,
0.856,0.91,4,-8.423,0,0.081,0.0308,7.87E-06,0.14,0.76,195.51,audio_features,0ftGBKU81CcsYPU453BUaa,spotify:track:0ftGBKU81CcsYPU453BUaa,https://api.spotify.com/v1/tracks/0ftGBKU81CcsYPU453BUaa,https://api.spotify.com/v1/audio-analysis/0ftGBKU81CcsYPU453BUaa,272200,4,RnB,O.P.P.,,
0.871,0.709,6,-7.213,1,0.109,0.037,0,0.236,0.724,213.824,audio_features,32PCjJw8mk1FrJT2FcqRtT,spotify:track:32PCjJw8mk1FrJT2FcqRtT,https://api.spotify.com/v1/tracks/32PCjJw8mk1FrJT2FcqRtT,https://api.spotify.com/v1/audio-analysis/32PCjJw8mk1FrJT2FcqRtT,212747,4,RnB,Let's Talk About Sex,,
0.417,0.67,7,-6.426,0,0.1,0.231,0,0.0855,0.55,186.606,audio_features,5rRoZWW9Ay91LDX6GMtzyC,spotify:track:5rRoZWW9Ay91LDX6GMtzyC,https://api.spotify.com/v1/tracks/5rRoZWW9Ay91LDX6GMtzyC,https://api.spotify.com/v1/audio-analysis/5rRoZWW9Ay91LDX6GMtzyC,251987,4,RnB,Let Me Love You,,
0.477,0.779,8,-4.993,0,0.201,0.0393,0,0.0561,0.326,160.023,audio_features,7KiPfDiXG5OO6DRXaIqLZk,spotify:track:7KiPfDiXG5OO6DRXaIqLZk,https://api.spotify.com/v1/tracks/7KiPfDiXG5OO6DRXaIqLZk,https://api.spotify.com/v1/audio-analysis/7KiPfDiXG5OO6DRXaIqLZk,263573,4,RnB,No Air,,
0.605,0.777,11,-4.1,1,0.0916,0.0421,0,0.148,0.692,144.002,audio_features,7aDtiw5ohtlQSThnD4etZ6,spotify:track:7aDtiw5ohtlQSThnD4etZ6,https://api.spotify.com/v1/tracks/7aDtiw5ohtlQSThnD4etZ6,https://api.spotify.com/v1/audio-analysis/7aDtiw5ohtlQSThnD4etZ6,225000,4,RnB,Whatcha Say,,
0.693,0.637,1,-5.682,0,0.371,0.576,0,0.12,0.686,177.235,audio_features,61Lh7ea6Lhlxz0gY2Ex6md,spotify:track:61Lh7ea6Lhlxz0gY2Ex6md,https://api.spotify.com/v1/tracks/61Lh7ea6Lhlxz0gY2Ex6md,https://api.spotify.com/v1/audio-analysis/61Lh7ea6Lhlxz0gY2Ex6md,307680,4,RnB,No Diggity,,
0.778,0.808,6,-8.27,0,0.085,0.0353,0,0.276,0.853,208.992,audio_features,61G2UTjb89PhHGgUssVHHz,spotify:track:61G2UTjb89PhHGgUssVHHz,https://api.spotify.com/v1/tracks/61G2UTjb89PhHGgUssVHHz,https://api.spotify.com/v1/audio-analysis/61G2UTjb89PhHGgUssVHHz,253000,4,RnB,Mo Money Mo Problems,,
0.67,0.824,11,-4.298,1,0.0458,0.0371,0.000113,0.145,0.449,120.021,audio_features,7qQlIOrhMwz5swAHcf0sd5,spotify:track:7qQlIOrhMwz5swAHcf0sd5,https://api.spotify.com/v1/tracks/7qQlIOrhMwz5swAHcf0sd5,https://api.spotify.com/v1/audio-analysis/7qQlIOrhMwz5swAHcf0sd5,279720,4,RnB,Forever,,
0.652,0.527,8,-9.929,1,0.0527,0.0636,0,0.33,0.41,159.918,audio_features,08MswKMv1sTslrgWfd7vt0,spotify:track:08MswKMv1sTslrgWfd7vt0,https://api.spotify.com/v1/tracks/08MswKMv1sTslrgWfd7vt0,https://api.spotify.com/v1/audio-analysis/08MswKMv1sTslrgWfd7vt0,243253,4,RnB,Gangsta's Paradise,,
0.694,0.742,5,-3.043,0,0.249,0.642,7.42E-06,0.0773,0.557,165.002,audio_features,5rf6j0SCfmbVTLWQDvc3yC,spotify:track:5rf6j0SCfmbVTLWQDvc3yC,https://api.spotify.com/v1/tracks/5rf6j0SCfmbVTLWQDvc3yC,https://api.spotify.com/v1/audio-analysis/5rf6j0SCfmbVTLWQDvc3yC,241467,4,RnB,Suga Suga,,
0.911,0.508,9,-6.406,1,0.21,0.0249,0,0.0336,0.603,203.25,audio_features,0W2pm6JHteLIBWLxS6Q7I3,spotify:track:0W2pm6JHteLIBWLxS6Q7I3,https://api.spotify.com/v1/tracks/0W2pm6JHteLIBWLxS6Q7I3,https://api.spotify.com/v1/audio-analysis/0W2pm6JHteLIBWLxS6Q7I3,231840,4,RnB,Dance With Me,,
0.849,0.669,1,-5.31,1,0.298,0.0654,0,0.536,0.652,203.586,audio_features,2EAdMSjtpvHog5EGr30ofa,spotify:track:2EAdMSjtpvHog5EGr30ofa,https://api.spotify.com/v1/tracks/2EAdMSjtpvHog5EGr30ofa,https://api.spotify.com/v1/audio-analysis/2EAdMSjtpvHog5EGr30ofa,294347,4,RnB,Work It,,
0.733,0.835,5,-4.154,0,0.0354,0.448,0,0.296,0.647,200.398,audio_features,5Pz6tJnrS4VYeSgsHLv8zQ,spotify:track:5Pz6tJnrS4VYeSgsHLv8zQ,https://api.spotify.com/v1/tracks/5Pz6tJnrS4VYeSgsHLv8zQ,https://api.spotify.com/v1/audio-analysis/5Pz6tJnrS4VYeSgsHLv8zQ,212173,4,RnB,Get Busy,,
0.815,0.694,5,-5.463,0,0.224,0.301,3.75E-06,0.592,0.798,193.3,audio_features,3wGJ4PFh9ATj2ylGkY4RWg,spotify:track:3wGJ4PFh9ATj2ylGkY4RWg,https://api.spotify.com/v1/tracks/3wGJ4PFh9ATj2ylGkY4RWg,https://api.spotify.com/v1/audio-analysis/3wGJ4PFh9ATj2ylGkY4RWg,243253,4,RnB,Always On Time,,
0.633,0.813,4,-7.547,0,0.0528,0.217,0,0.0952,0.865,166.039,audio_features,6yHfrV9UVyVbjSYNkRA9xO,spotify:track:6yHfrV9UVyVbjSYNkRA9xO,https://api.spotify.com/v1/tracks/6yHfrV9UVyVbjSYNkRA9xO,https://api.spotify.com/v1/audio-analysis/6yHfrV9UVyVbjSYNkRA9xO,235413,4,RnB,7 Days,,
0.539,0.692,0,-5.881,1,0.0699,0.339,0,0.298,0.745,179.188,audio_features,1XbDYkwbEcI7UzhOFXXua7,spotify:track:1XbDYkwbEcI7UzhOFXXua7,https://api.spotify.com/v1/tracks/1XbDYkwbEcI7UzhOFXXua7,https://api.spotify.com/v1/audio-analysis/1XbDYkwbEcI7UzhOFXXua7,228920,4,RnB,Foolish,,
0.614,0.681,1,-6.135,1,0.0324,0.126,0,0.12,0.431,128.098,audio_features,3gCycKS7GNOzZYoVGZmbKD,spotify:track:3gCycKS7GNOzZYoVGZmbKD,https://api.spotify.com/v1/tracks/3gCycKS7GNOzZYoVGZmbKD,https://api.spotify.com/v1/audio-analysis/3gCycKS7GNOzZYoVGZmbKD,222440,4,RnB,All My Life - Radio Edit,,
0.939,0.869,1,-4.624,0,0.166,0.000783,0,0.054,0.881,200.024,audio_features,0JQwE8FEvKffVbgrp3rVYG,spotify:track:0JQwE8FEvKffVbgrp3rVYG,https://api.spotify.com/v1/tracks/0JQwE8FEvKffVbgrp3rVYG,https://api.spotify.com/v1/audio-analysis/0JQwE8FEvKffVbgrp3rVYG,260493,4,RnB,You Can Do It,,
0.92,0.589,10,-5.79,0,0.154,0.105,0,0.192,0.317,128.002,audio_features,4FxxnxxRdW0Hba3EU3gJ5o,spotify:track:4FxxnxxRdW0Hba3EU3gJ5o,https://api.spotify.com/v1/tracks/4FxxnxxRdW0Hba3EU3gJ5o,https://api.spotify.com/v1/audio-analysis/4FxxnxxRdW0Hba3EU3gJ5o,230813,4,RnB,Low,,
0.905,0.629,9,-4.932,1,0.281,0.202,0,0.261,0.695,187.826,audio_features,3H88o7gziX3VKOItAz4txB,spotify:track:3H88o7gziX3VKOItAz4txB,https://api.spotify.com/v1/tracks/3H88o7gziX3VKOItAz4txB,https://api.spotify.com/v1/audio-analysis/3H88o7gziX3VKOItAz4txB,230453,4,RnB,Hypnotize,,
0.673,0.747,11,-5.148,0,0.373,0.051,0,0.102,0.596,185.978,audio_features,3NerKfjqbmTcRcIlWOb7Jj,spotify:track:3NerKfjqbmTcRcIlWOb7Jj,https://api.spotify.com/v1/tracks/3NerKfjqbmTcRcIlWOb7Jj,https://api.spotify.com/v1/audio-analysis/3NerKfjqbmTcRcIlWOb7Jj,243760,4,RnB,Tipsy - Radio Mix,,
0.778,0.731,1,-3.694,0,0.043,0.0369,4.15E-06,0.0941,0.375,195.998,audio_features,59dGCeRDIW2hImlP5wqlgJ,spotify:track:59dGCeRDIW2hImlP5wqlgJ,https://api.spotify.com/v1/tracks/59dGCeRDIW2hImlP5wqlgJ,https://api.spotify.com/v1/audio-analysis/59dGCeRDIW2hImlP5wqlgJ,238267,4,RnB,Case Of The Ex (Whatcha Gonna Do),,
0.359,0.713,7,-5.351,1,0.132,0.149,0,0.25,0.237,168.336,audio_features,4avOk6OMKs7kLDL7MZ1rEG,spotify:track:4avOk6OMKs7kLDL7MZ1rEG,https://api.spotify.com/v1/tracks/4avOk6OMKs7kLDL7MZ1rEG,https://api.spotify.com/v1/audio-analysis/4avOk6OMKs7kLDL7MZ1rEG,240493,4,RnB,Coming Home,,
0.783,0.669,5,-4.63,0,0.0664,0.00634,0,0.0879,0.714,207.74,audio_features,3ZgfsUNjyCI46ZH12EgbBE,spotify:track:3ZgfsUNjyCI46ZH12EgbBE,https://api.spotify.com/v1/tracks/3ZgfsUNjyCI46ZH12EgbBE,https://api.spotify.com/v1/audio-analysis/3ZgfsUNjyCI46ZH12EgbBE,232787,4,RnB,Just A Little,,
0.785,0.907,8,-2.324,1,0.114,0.037,0,0.169,0.8,113.146,audio_features,2Y8cCGK3ohVm0CQSk7yGiC,spotify:track:2Y8cCGK3ohVm0CQSk7yGiC,https://api.spotify.com/v1/tracks/2Y8cCGK3ohVm0CQSk7yGiC,https://api.spotify.com/v1/audio-analysis/2Y8cCGK3ohVm0CQSk7yGiC,199840,4,RnB,She's Got That Vibe,,
0.91,0.675,1,-4.138,0,0.317,0.194,0,0.0951,0.702,179.998,audio_features,7xp7FkbxGEWcVDvL1KayoD,spotify:track:7xp7FkbxGEWcVDvL1KayoD,https://api.spotify.com/v1/tracks/7xp7FkbxGEWcVDvL1KayoD,https://api.spotify.com/v1/audio-analysis/7xp7FkbxGEWcVDvL1KayoD,225427,4,RnB,In Da Club - Single Version / Edit,,
0.942,0.749,7,-5.865,1,0.0438,0.00994,0,0.131,0.543,207.392,audio_features,4O5k3ZisFcNByS1ToxXO1Q,spotify:track:4O5k3ZisFcNByS1ToxXO1Q,https://api.spotify.com/v1/tracks/4O5k3ZisFcNByS1ToxXO1Q,https://api.spotify.com/v1/audio-analysis/4O5k3ZisFcNByS1ToxXO1Q,229453,4,RnB,Beep,,
0.725,0.59,6,-4.178,0,0.202,0.34,7.58E-06,0.286,0.932,196.048,audio_features,3n0JO8qf7FUaVejgYDZR4I,spotify:track:3n0JO8qf7FUaVejgYDZR4I,https://api.spotify.com/v1/tracks/3n0JO8qf7FUaVejgYDZR4I,https://api.spotify.com/v1/audio-analysis/3n0JO8qf7FUaVejgYDZR4I,221507,4,RnB,"Independent Woman, Pt. 1",,
0.653,0.628,3,-4.976,0,0.0786,0.212,0,0.2,0.707,188.02,audio_features,2WWiZ4tkK4WONHxZksr9I0,spotify:track:2WWiZ4tkK4WONHxZksr9I0,https://api.spotify.com/v1/tracks/2WWiZ4tkK4WONHxZksr9I0,https://api.spotify.com/v1/audio-analysis/2WWiZ4tkK4WONHxZksr9I0,267680,4,RnB,U Remind Me,,
0.653,0.712,9,-6.049,0,0.0312,0.211,0,0.108,0.818,172.782,audio_features,5IpoqzAPPfP9lEXzMA6aMz,spotify:track:5IpoqzAPPfP9lEXzMA6aMz,https://api.spotify.com/v1/tracks/5IpoqzAPPfP9lEXzMA6aMz,https://api.spotify.com/v1/audio-analysis/5IpoqzAPPfP9lEXzMA6aMz,205933,4,RnB,Walking Away,,
0.74,0.843,7,-5.422,1,0.241,0.147,0,0.364,0.838,191.868,audio_features,7Bg5EBxG5hlIPrEZpAYQlc,spotify:track:7Bg5EBxG5hlIPrEZpAYQlc,https://api.spotify.com/v1/tracks/7Bg5EBxG5hlIPrEZpAYQlc,https://api.spotify.com/v1/audio-analysis/7Bg5EBxG5hlIPrEZpAYQlc,176440,4,RnB,What Would You Do? - Radio Edit,,
0.739,0.933,2,-4.207,1,0.0752,0.0783,1.80E-05,0.0785,0.726,121.498,audio_features,3Wisc4h0W8lVVSR3KlNiZu,spotify:track:3Wisc4h0W8lVVSR3KlNiZu,https://api.spotify.com/v1/tracks/3Wisc4h0W8lVVSR3KlNiZu,https://api.spotify.com/v1/audio-analysis/3Wisc4h0W8lVVSR3KlNiZu,253200,4,RnB,Thong Song,,
0.895,0.667,10,-5.31,0,0.134,0.0188,0,0.299,0.857,214.052,audio_features,2oJwGhq9TYfILJrMtuCRro,spotify:track:2oJwGhq9TYfILJrMtuCRro,https://api.spotify.com/v1/tracks/2oJwGhq9TYfILJrMtuCRro,https://api.spotify.com/v1/audio-analysis/2oJwGhq9TYfILJrMtuCRro,221133,4,RnB,Love Sex Magic,,
0.841,0.529,11,-4.398,0,0.0474,0.286,0.000618,0.128,0.384,193.984,audio_features,3APyQyvXmdvYSkPHWVBAiA,spotify:track:3APyQyvXmdvYSkPHWVBAiA,https://api.spotify.com/v1/tracks/3APyQyvXmdvYSkPHWVBAiA,https://api.spotify.com/v1/audio-analysis/3APyQyvXmdvYSkPHWVBAiA,256213,4,RnB,I Don't Wanna Know - Remastered,,
0.665,0.761,7,-5.863,1,0.296,0.000957,0,0.456,0.64,202.048,audio_features,4u6AkckvGS2CpdfBVKuN6q,spotify:track:4u6AkckvGS2CpdfBVKuN6q,https://api.spotify.com/v1/tracks/4u6AkckvGS2CpdfBVKuN6q,https://api.spotify.com/v1/audio-analysis/4u6AkckvGS2CpdfBVKuN6q,162533,4,RnB,Be Faithful,,
0.623,0.852,7,-4.893,1,0.125,0.0478,0,0.157,0.6,143.059,audio_features,0uL1msFoJOeVp939xcmVLs,spotify:track:0uL1msFoJOeVp939xcmVLs,https://api.spotify.com/v1/tracks/0uL1msFoJOeVp939xcmVLs,https://api.spotify.com/v1/audio-analysis/0uL1msFoJOeVp939xcmVLs,237520,4,RnB,The Show Goes On,,
0.772,0.673,4,-6.082,0,0.24,0.273,9.18E-06,0.475,0.778,119.971,audio_features,7zw5QFPrerWf8XzZW70z3L,spotify:track:7zw5QFPrerWf8XzZW70z3L,https://api.spotify.com/v1/tracks/7zw5QFPrerWf8XzZW70z3L,https://api.spotify.com/v1/audio-analysis/7zw5QFPrerWf8XzZW70z3L,281187,4,RnB,My Love,,
